survived,pclass,sex,age,sibsp,parch,fare,embarked
1,3,male,,0,3,16.16,S
1,3,male,30.5,0,2,20.3367,S
0,2,female,,0,0,47.9803,S
0,3,male,40.5,0,2,18.1343,S
0,3,male,28.8,4,0,20.2289,S
1,3,female,22.1,1,0,6.8436,S
1,1,female,7.6,0,0,126.974,S
0,3,female,51.8,0,0,9.9876,S
0,2,male,28.1,0,0,36.6119,S
1,2,female,21.8,0,0,43.1975,S
0,3,male,,0,0,7.0858,S
0,3,male,47.8,0,0,22.8241,C
0,1,male,51.9,0,0,122.4893,S
0,3,male,27.9,0,0,15.2305,S
1,1,female,35.8,0,2,24.2,C
0,3,male,20.8,2,0,22.7944,S
0,3,male,45.5,0,0,8.4643,Q
1,3,female,20.9,0,2,21.2497,S
0,1,male,14.2,0,0,90.4227,S
0,3,male,25,2,0,13.9992,C
1,1,female,18.8,0,0,112.9009,S
0,1,male,,1,1,156.148,S
0,3,male,12,1,0,15.0206,S
0,3,male,43.2,1,0,12.8512,S
0,3,male,42.1,0,0,13.2588,S
1,1,male,16.7,0,0,73.7728,S
0,3,female,28.9,0,0,12.4084,S
0,1,male,18.8,0,0,108.1142,C
0,3,male,,0,2,13.926,S
0,2,male,42.1,0,0,20.3807,S
0,3,female,28.4,1,0,17.7452,S
0,1,male,,0,0,19.5,S
1,1,female,3.3,0,0,45.2065,C
0,2,male,20.5,0,2,16.4681,S
0,2,male,36.2,2,0,38.1173,C
1,1,male,44.8,1,0,27.789,Q
0,3,male,37.5,0,2,9.4447,S
1,2,female,30.2,4,0,36.569,S
0,1,female,41.9,0,1,110.6392,Q
0,1,male,22.7,0,0,103.363,S
0,1,male,34.1,0,0,143.8036,Q
0,1,male,15.1,0,0,101.6497,S
1,3,male,58.8,0,0,7.107,S
0,3,male,,0,0,7.9772,S
0,1,male,,2,2,62.6887,S
0,3,male,22.6,2,0,20.0081,S
1,3,male,,0,0,9.8905,S
1,2,female,17.3,0,0,34.0321,S
0,3,male,,0,1,19.1405,C
1,3,female,10.9,0,0,16.6422,S
0,3,male,,0,0,11.7345,S
0,3,male,51.1,0,0,4.7582,S
0,3,male,18.4,0,0,7.8944,S
0,1,male,,0,0,101.7609,S
0,3,male,,0,0,14.9685,S
1,1,female,44,1,0,60.545,S
0,2,male,29,0,0,28.0559,C
1,3,female,41.8,0,0,16.8299,S
1,3,male,5,0,0,16.6493,C
0,3,male,19.5,0,0,14.8889,S
0,1,male,34,0,0,85.0346,S
0,3,male,32.9,0,0,11.6434,S
1,1,male,,0,1,21.85,S
0,3,male,34.7,0,0,4.754,S
0,2,male,39.3,1,0,31.2777,Q
0,3,female,17.1,0,0,17.4355,S
0,2,female,52,0,0,25.9313,Q
0,1,male,34.8,2,0,141.2792,C
1,3,female,,0,1,9.8065,C
1,1,male,11.4,0,0,152.1566,C
1,3,female,28.8,0,0,18.2713,S
0,3,male,43,0,0,20.1298,S
1,1,female,36.1,0,2,24.2,C
1,2,male,56.1,0,1,22.4524,Q
0,3,female,13.5,0,0,14.6278,S
1,1,male,14.5,1,0,52.2395,Q
1,2,female,,0,0,21.1292,S
1,2,male,40,0,0,26.5205,S
0,3,male,43.9,1,0,15.4151,Q
1,1,male,17.5,0,0,36.5813,S
0,3,male,42.8,0,1,11.5714,S
0,2,male,33.6,0,2,32.2646,S
0,1,male,,1,0,69.8322,S
0,2,male,,2,1,24.3151,S
0,3,female,17.3,0,0,8.4243,S
0,2,female,68,0,0,6,S
1,3,male,,0,0,11.0076,S
0,3,male,34.7,0,0,4.7665,Q
0,3,male,28.6,1,1,14.0671,S
0,2,female,29.8,4,1,33.8246,C
1,3,female,11.6,0,0,8.7844,S
0,3,male,12.6,0,0,9.6461,S
1,1,female,25.3,0,0,70.4581,S
0,3,male,,1,0,7.0623,C
1,3,female,7.8,1,1,19.484,S
0,3,female,19.5,0,2,21.3809,C
1,3,female,,0,2,19.1171,S
0,3,female,,0,0,11.7581,S
0,3,male,38.4,1,0,10.0906,S
1,3,male,30.2,0,0,2.75,C
0,3,male,29.1,0,2,11.8647,S
0,3,male,,0,0,9.3038,Q
1,3,female,24,0,0,7.3007,S
1,2,female,43.2,1,0,29.1023,S
0,3,male,18,1,0,17.1289,C
0,3,male,22,1,0,19.1339,C
1,3,male,11.6,0,0,19.6303,Q
1,3,female,10.6,1,0,14.1396,C
0,2,male,40.3,0,1,43.8232,C
0,3,male,,1,0,10.8765,C
0,2,male,37.6,0,0,33.2944,S
1,2,female,,1,0,19.3301,S
1,2,female,17.8,1,0,30.5409,C
1,1,female,38.9,1,0,149.8748,S
1,1,female,32.7,0,1,113.8709,C
1,1,male,29.2,0,0,128.4253,Q
0,3,female,20.3,0,0,9.3825,Q
0,3,male,17.8,0,0,12.2511,C
1,3,female,46.3,0,0,10.3165,C
0,3,male,45.4,0,0,6.0819,S
1,1,female,,2,0,66.5007,C
0,3,male,0.42,0,0,10.6744,S
0,1,male,,1,0,52.5626,S
1,3,female,36.1,1,0,13.2343,C
0,3,male,,1,0,15.077,S
0,1,male,28.2,0,0,52.0945,S
1,2,female,56.5,1,0,14.4583,C
0,3,male,21.8,0,0,17.5356,C
1,3,male,30.9,0,0,13.154,C
1,1,male,,0,0,86.2088,S
1,1,female,19.9,0,0,33.724,S
0,3,female,38.5,1,0,13.4288,S
0,3,male,32.7,1,1,16.1453,S
0,3,male,8,0,0,8.4735,S
0,1,female,29.7,0,0,138.1748,S
0,3,male,,1,0,18.6692,Q
1,2,male,13.6,0,2,23.9629,C
0,1,male,26.5,0,0,161.1465,S
1,1,female,12.6,0,1,21.85,C
1,1,male,29.1,0,0,95.8216,S
1,1,female,12.3,0,0,29.6143,S
1,3,female,27.1,1,0,14.3952,S
1,1,female,11.2,1,0,38.6436,S
1,3,female,12.8,0,0,11.4923,S
1,1,female,25.3,1,0,183.942,S
0,3,male,52.7,0,0,7.5908,S
1,3,female,16.4,0,0,17.7668,S
1,3,female,51.3,0,0,12.4742,C
0,3,male,0.42,0,1,15.6009,C
1,1,female,22.7,0,0,97.3702,C
0,1,male,54.8,2,1,26.55,C
1,1,male,27.5,5,2,54.6264,Q
1,2,male,39.6,0,0,6,S
1,3,female,7.8,0,2,12.0474,S
1,2,male,5.2,1,2,39.8859,C
0,3,male,31.8,0,0,6.3647,Q
1,1,female,23.3,0,2,93.7515,S
0,1,male,33.6,0,0,50.8368,Q
0,1,female,60.1,0,0,33.8979,S
0,2,male,52.3,1,0,14.2449,S
1,1,male,,0,0,63.1829,S
1,1,female,,0,1,78.9826,S
0,3,male,6.8,0,0,6.8895,S
1,3,female,29.1,0,0,7.1961,Q
1,1,female,19.8,0,0,19.5,S
1,3,male,10.9,0,3,14.6132,S
1,3,female,35.8,0,0,11.952,Q
0,3,male,21.2,2,0,13.8492,S
1,3,female,,2,1,19.7378,S
1,2,female,0.42,1,0,36.0355,S
0,3,male,32.8,0,0,9.4889,C
1,3,female,39.4,0,0,18.8297,C
0,3,female,17.5,0,0,14.8139,S
0,3,male,37.8,1,0,5.1,S
0,2,male,,0,0,40.9967,S
1,1,female,11.2,1,0,94.4383,S
0,3,female,26.5,0,0,12.0505,S
0,2,male,34,0,0,37.7735,Q
1,3,male,44.1,0,2,21.0042,S
1,1,female,27.3,0,0,70.5449,C
1,1,male,26.7,1,0,98.5249,C
0,3,male,29.2,0,0,7.7842,S
0,3,female,33.7,0,0,11.0165,S
0,3,male,31,0,0,10.7179,S
0,3,male,25.5,0,0,17.2673,S
0,2,male,,0,1,19.9477,S
1,3,female,27.7,0,0,13.4737,S
1,1,male,5.4,0,0,96.6951,C
1,1,male,50,0,0,133.9089,S
0,3,male,34.7,0,0,8.7242,C
1,3,female,,1,0,10.1184,S
0,2,male,27.6,0,0,19.3151,S
1,2,male,35,0,2,31.9851,C
0,3,male,33.8,0,0,11.9868,Q
0,2,male,21,0,0,39.2897,S
0,1,male,6.2,1,0,21.85,S
1,3,female,23.2,0,0,8.4637,S
1,1,female,16.7,3,0,143.2994,S
0,3,male,10.2,0,0,13.7113,S
1,2,female,58.9,0,0,6,Q
0,2,male,27.5,0,0,14.5966,C
0,3,male,10.7,0,0,16.4043,S
0,3,male,76.3,1,4,25.4315,S
0,3,male,16.7,1,0,18.7032,S
1,3,female,34,0,0,4.8713,C
1,1,male,40.2,0,2,27.2008,S
0,3,male,36.3,0,0,16.2855,C
0,2,male,,1,0,19.1375,S
1,1,female,41.3,0,0,19.5,S
0,3,male,23.8,1,1,18.829,Q
0,1,male,25.2,1,0,108.8639,S
1,3,male,10.9,1,2,22.5959,S
1,3,female,36.9,0,1,10.798,C
0,3,female,28.9,0,1,20.3682,S
0,1,male,36.9,0,0,168.2085,S
1,2,female,,0,0,23.9281,S
1,2,male,42.5,0,0,22.9542,S
0,2,male,54.9,2,2,27.4517,S
0,3,male,,1,0,25.6847,S
1,1,female,57.8,1,0,32.553,C
1,1,male,29.3,3,0,110.1594,S
0,3,male,18.9,1,0,6.6383,C
0,3,female,29.6,0,1,19.648,S
0,3,female,23.9,0,0,10.7976,S
1,1,female,34.8,0,0,206.6529,S
0,1,male,27.2,0,0,57.8066,S
0,3,male,36.2,0,0,7.6631,S
1,3,female,43,1,0,9.8059,S
1,3,female,35.6,0,0,10.0038,S
1,2,male,,0,0,31.717,Q
1,2,male,24.5,0,0,22.878,S
0,2,male,26.9,0,1,40.4481,S
0,3,male,47.9,1,0,11.254,S
0,3,male,0.6459,0,1,11.0903,S
0,2,male,45.8,1,0,19.3684,Q
0,3,male,,0,0,9.7555,S
1,2,male,30,0,0,40.4717,S
0,3,male,25.4,1,0,12.9657,S
0,1,male,37,1,0,38.8244,S
1,3,female,25.2,0,0,8.5415,S
1,1,male,5,2,0,24.2,S
1,1,male,,0,0,149.9903,S
1,3,female,31.3,0,0,7.9552,S
1,1,female,,0,0,110.0781,S
0,2,male,29.4,1,0,40.2903,S
1,1,female,0.42,2,4,59.854,S
1,1,female,53.4,1,0,121.4416,S
0,3,male,32.9,2,0,10.3712,S
1,3,female,25.2,4,0,18.4922,S
0,1,male,38.1,1,0,70.4126,S
0,3,male,58.5,2,0,14.1689,S
0,3,male,13.3,2,0,7.45,S
0,3,male,21.2,2,0,11.1913,S
1,2,female,10.8,0,0,17.9888,S
0,3,male,62.5,0,0,15.6949,S
0,3,female,22.1,0,1,16.0192,S
0,2,male,,0,0,34.6253,S
0,3,male,17.6,0,0,5.0605,S
1,2,male,,0,0,44.1093,S
1,1,male,46.4,0,0,108.089,S
1,3,female,19.6,1,0,14.9472,S
1,3,female,20,0,3,10.3774,S
1,2,male,15.8,0,0,28.7521,C
1,3,female,32,1,0,17.4404,S
1,3,female,,1,0,11.0453,S
0,3,male,28.3,0,0,5.9125,C
0,2,male,53.1,0,0,33.1851,S
1,1,male,31.7,0,1,84.1321,S
0,3,male,7.8,1,0,12.4495,S
1,1,male,,0,0,79.3191,S
1,2,female,24.5,0,0,22.2605,S
0,1,male,33.2,1,2,27.7716,S
0,3,male,26.4,0,0,2.75,S
0,3,female,16.5,0,0,14.1409,S
1,2,female,,1,5,52.8043,C
0,3,female,52.1,0,0,12.0203,S
1,3,female,6.5,0,0,2.75,Q
1,3,female,30.5,1,0,18.2033,S
1,3,female,10.7,0,0,12.0614,S
1,2,female,37.2,3,0,58.1583,S
0,3,male,44.2,1,0,12.6628,S
1,1,male,11.8,0,0,109.7533,S
0,2,male,51.2,0,0,27.8001,S
0,3,male,46.5,1,0,7.1454,C
0,3,male,33.2,0,0,11.964,S
1,3,female,,0,0,8.0486,S
1,2,female,6.3,1,1,28.3088,S
1,1,female,44.3,1,0,135.1481,S
0,3,male,3.4,1,0,14.7254,S
0,3,female,22.2,0,1,21.4619,S
0,2,male,6.2,0,1,29.9072,S
0,3,male,,0,0,10.9898,S
0,3,male,29.2,0,2,22.9809,S
0,3,male,48.6,1,0,18.7723,S
1,3,female,,0,0,3.3026,S
0,1,male,38.8,1,0,21.85,S
1,3,female,29.3,0,1,8.151,S
0,2,male,0.42,0,1,23.0496,S
0,2,male,,0,0,20.2165,C
1,3,male,15.4,0,2,17.8649,Q
0,3,male,,0,0,18.7667,Q
0,3,male,0.42,1,0,15.8282,S
0,3,male,54.1,0,0,16.0527,S
1,3,male,34,0,1,22.33,S
0,3,male,45.7,0,0,12.2647,S
0,2,male,29,1,0,29.3047,S
0,3,male,,1,0,11.4015,S
0,3,male,19.3,0,2,13.0491,C
0,1,male,46.7,0,0,65.3767,S
0,1,female,41,0,1,96.7052,S
0,2,female,33.3,0,0,17.2133,S
0,2,female,26.9,1,0,40.5226,C
1,1,female,54.8,1,2,135.6392,Q
1,2,female,43.4,0,0,12.9056,S
0,3,female,24.9,0,0,9.7125,C
0,3,female,22.7,0,0,2.75,S
1,3,male,23.6,1,0,13.2102,S
1,3,female,33.2,0,1,8.7169,C
0,3,female,26.7,0,0,9.2933,C
1,2,male,30.3,3,0,28.9785,C
1,3,male,14.6,1,2,13.2812,S
0,3,male,39.1,0,0,12.2574,S
1,1,male,37.8,1,0,41.0925,S
1,3,female,,0,0,9.2139,S
1,1,female,50,0,0,75.4621,C
1,2,female,33.9,1,0,49.9452,S
1,1,female,52.4,0,1,44.7166,S
0,2,male,20.5,0,2,29.4603,S
0,2,male,30.3,0,0,40.7885,C
1,2,female,10.4,0,0,17.6453,S
1,3,male,8.7,0,0,14.5897,S
0,1,male,,1,0,25.7992,S
0,3,male,45.6,0,0,13.1737,S
0,3,male,,1,0,13.5754,C
1,3,female,14.5,0,0,11.061,S
1,2,female,23.4,0,0,29.5414,S
0,3,male,,1,0,5.1,S
1,2,female,48.6,1,0,35.1504,Q
0,2,male,25.3,0,0,10.7892,C
0,1,male,30.2,0,0,107.0474,S
1,1,male,11.9,1,1,35.4162,S
0,2,female,,1,0,24.1373,S
0,2,male,37.2,0,0,12.0231,S
0,3,male,39.7,0,2,21.4208,S
1,1,male,19.1,0,0,79.2936,S
0,3,male,4.8,1,0,20.5019,C
1,3,male,42.6,0,0,11.9302,C
0,3,male,51.2,0,0,4.629,C
1,3,female,,0,0,12.774,S
1,3,male,18.5,1,0,9.1863,S
0,3,male,,0,0,10.4861,Q
1,1,female,30.7,0,2,99.91,Q
0,2,male,26.9,4,0,27.4254,S
0,3,male,34.6,1,0,18.946,Q
1,1,female,,0,0,80.0889,S
1,1,male,30.5,1,0,49.3796,S
0,1,male,39,0,4,179.6519,Q
0,2,male,11.9,0,0,6,C
1,3,female,,0,0,18.5159,S
0,3,male,16.6,0,2,16.5088,S
0,3,male,20.3,0,0,13.8294,S
0,1,male,27.3,0,1,82.1375,C
0,3,male,42.9,0,1,22.2157,Q
0,3,male,30,0,0,17.9127,C
0,3,male,26.5,2,3,28.5755,S
1,1,female,37.3,1,0,72.0772,Q
0,2,female,,0,0,29.5671,S
0,1,female,18.7,0,1,93.2098,S
0,2,male,,0,0,31.1914,C
1,3,male,33.6,0,3,11.0436,C
1,3,male,9.3,0,0,16.7154,C
0,1,male,25.9,0,0,19.5,S
0,3,male,28.1,0,2,14.2168,S
1,1,female,31.9,0,0,19.5,S
0,3,male,39,0,1,10.3776,S
1,1,male,29.4,0,0,167.1628,S
0,3,female,19.9,1,0,21.2017,S
0,1,male,,0,0,19.5,S
1,3,male,28.5,0,0,13.5946,S
0,3,male,38.3,0,0,11.2437,S
0,3,male,25.5,0,0,13.0322,S
0,3,female,14.7,1,0,15.4197,S
1,1,female,45.6,0,2,77.8284,Q
1,1,male,,1,0,21.85,S
1,3,female,,1,0,23.2314,S
0,3,male,22.5,1,0,10.8928,C
0,3,male,26.6,2,0,10.1115,S
0,3,male,12.9,5,0,25.3593,C
0,3,male,,0,0,8.2407,S
1,2,male,49.2,0,0,19.7599,C
1,3,female,,1,0,7.9427,S
0,3,female,,0,2,24.5873,C
1,1,female,47.8,1,0,42.7947,C
1,3,female,,0,0,10.9114,Q
1,1,male,11.9,1,2,85.1361,S
1,3,female,12.8,1,0,10.9681,C
0,3,male,,2,0,7.6295,Q
1,2,female,,0,0,22.5013,S
1,2,female,10,0,1,28.3947,S
1,1,female,32.3,0,0,122.5592,S
1,1,female,25.2,1,2,128.973,S
0,3,male,21,3,0,10.7338,S
0,3,male,16.7,0,0,8.9164,C
0,3,male,43.4,0,0,6.9375,S
1,1,male,33.1,0,0,170.5078,C
0,2,female,28.1,0,0,17.5761,C
1,1,female,57.5,0,0,86.4082,C
1,3,male,5.8,0,0,11.8296,S
0,3,male,35.7,2,0,15.698,S
0,3,male,29.4,0,0,8.8524,S
0,3,male,,0,1,6.8443,S
0,3,female,27.2,0,1,16.1113,S
1,2,female,32.2,0,2,20.5549,C
0,3,male,,0,0,12.1332,C
0,3,male,36.3,1,0,16.783,S
1,1,female,40.6,0,0,34.3563,S
0,3,female,40.1,0,0,11.5852,S
0,3,male,37.6,0,5,29.4779,S
1,3,female,42.9,0,0,12.0239,S
0,1,male,,1,0,146.5773,S
0,1,male,24.7,0,1,21.85,S
1,3,female,54.2,0,0,9.0317,C
0,2,female,21.7,0,0,29.5317,C
1,3,male,38,0,0,18.0119,S
0,3,male,31.8,0,0,11.0863,S
1,1,male,,0,0,32.5321,Q
1,2,female,46.5,0,0,48.9351,S
0,2,male,40.1,1,2,35.1045,C
0,3,male,,0,0,15.3951,S
0,1,male,40.5,1,0,94.9632,S
1,3,female,31.1,1,0,15.648,S
0,1,male,,0,0,150.3574,C
0,3,male,30.8,0,0,8.8035,S
0,3,female,37.4,1,0,7.1997,S
1,2,female,11,0,0,24.2685,S
1,3,female,21.8,4,1,23.9104,S
1,3,male,13.9,1,0,14.554,S
1,2,female,,0,0,19.5494,S
1,3,female,,0,0,12.1048,S
0,1,male,31,0,0,169.7483,C
0,3,male,12.1,1,0,16.6103,S
0,3,male,35.6,0,0,5.8449,S
0,3,male,45.3,0,1,16.5736,C
0,3,male,21.1,1,0,6.7238,S
0,3,female,38,0,0,14.4206,S
0,2,male,35.8,1,0,32.7061,S
1,2,female,18,2,1,20.357,S
0,3,female,32.9,0,0,13.1374,S
0,3,male,,1,0,15.6039,S
1,3,male,34.7,0,0,10.1785,S
1,3,male,14.8,2,2,17.168,S
1,3,male,19.3,0,0,15.8468,S
0,3,male,22.2,0,0,6.1446,Q
0,3,male,31.6,0,0,12.0927,S
1,2,male,39.5,1,0,32.9582,S
1,1,male,29.1,0,0,97.738,C
1,3,female,,0,1,15.395,C
0,2,male,54.5,0,0,28.7514,Q
0,3,male,,0,0,11.7172,C
0,3,male,43.7,1,0,7.171,C
1,1,female,0.42,0,0,65.3776,S
0,3,male,,0,1,8.0317,S
1,1,male,59.8,2,4,33.6,S
0,3,male,16.9,0,0,2.75,C
1,1,male,60.1,0,0,110.5819,S
0,3,male,11.5,0,0,19.4632,S
1,1,female,27,0,0,96.0191,S
1,1,female,29.5,0,0,45.1473,S
0,3,female,18,0,0,7.7995,C
0,3,male,48,0,0,6.4406,S
0,1,male,,1,0,60.1565,S
1,3,female,49.8,1,2,16.0364,S
0,1,male,,0,0,134.4199,C
1,3,female,15.1,2,0,18.8942,S
0,2,male,41.2,1,1,25.2377,Q
0,3,male,30.6,0,0,10.6978,C
0,3,female,18.7,1,0,10.2728,S
1,2,male,30.7,2,0,17.5321,Q
0,3,male,37.7,0,0,15.0104,S
1,2,female,41.5,0,0,6,S
1,3,female,21.7,0,0,8.3479,S
0,1,male,50.7,1,0,77.6737,S
1,3,male,9.5,0,3,20.8307,S
0,3,male,,0,0,2.75,S
1,3,male,16,1,0,13.7959,S
1,2,female,3.7,4,1,26.7532,S
1,1,female,38.8,0,0,124.4449,S
1,1,female,9.8,1,1,24.2,C
0,3,male,0.42,0,0,10.1112,S
0,3,male,0.42,0,0,9.0803,C
0,2,male,7.4,1,0,39.823,S
0,3,male,21.6,1,0,9.0275,C
0,3,male,48.6,0,1,11.2798,S
1,3,female,31.7,0,0,6.2487,S
0,2,male,,0,2,21.0904,S
1,1,male,11.8,1,0,38.4875,S
0,2,female,40.3,0,0,25.1004,C
1,1,female,33.4,0,1,33.3923,S
0,1,male,,0,0,19.5,C
0,3,male,28.5,1,1,18.8021,C
1,3,female,46.3,0,0,16.5047,S
1,1,male,21.2,1,0,101.3105,S
0,3,female,34.3,0,0,3.6056,S
0,3,male,35.8,0,0,13.0403,C
1,2,female,27.3,1,2,13.05,Q
1,1,male,17.4,0,0,154.923,S
0,1,male,12.1,1,0,145.401,S
1,3,female,,0,2,11.6984,S
1,3,female,,0,0,13.6659,S
1,1,male,23.8,1,1,42.3307,C
1,1,male,38.2,1,0,112.3903,S
0,1,male,25.5,1,0,32.7222,C
0,3,male,11.4,0,0,2.8699,S
0,3,male,39.5,0,1,5.6176,S
0,3,male,39.5,0,1,11.2245,C
0,3,male,26.6,0,0,5.2604,S
0,2,male,33,0,0,30.3524,S
1,2,male,41.3,0,0,24.2007,S
1,1,male,32.4,0,0,65.2865,S
0,1,male,,1,0,38.7547,C
0,3,male,0.42,0,0,14.013,S
0,1,male,27.9,4,2,33.6,S
1,1,male,30.2,0,0,137.313,Q
1,3,female,35.1,0,0,10.2133,S
1,1,male,,0,2,142.8135,S
0,3,male,22.2,1,1,10.2998,C
1,1,male,24.4,0,2,122.1208,Q
1,3,male,,1,0,13.2981,S
1,3,male,26.3,2,0,14.4428,S
1,3,female,46.9,0,1,16.4727,S
0,3,male,24.9,1,0,15.8702,Q
0,3,male,45.7,0,1,19.1021,S
0,3,male,13.8,0,0,14.7161,S
1,3,female,29.4,0,0,5.4531,S
0,2,female,49.7,0,0,22.825,S
0,2,female,32.9,0,0,24.8571,C
0,3,male,1.1983,0,0,6.8404,S
0,3,male,8.9,0,0,8.0338,S
1,1,male,56.5,0,0,144.6586,S
0,3,female,49,1,0,13.4068,S
0,3,male,,0,0,18.0043,S
1,3,male,1.0729,3,0,24.6963,C
0,3,male,41.9,0,0,6.8948,S
0,2,male,2.8,0,0,20.855,S
0,3,male,,1,0,16.7014,S
1,1,male,30,0,0,22.3199,S
0,1,male,17.6,0,0,94.7523,S
1,3,male,0.42,0,0,13.9889,S
1,3,female,36.7,1,0,10.8909,S
1,2,female,48.5,0,1,26.3704,S
0,3,male,31.9,0,0,14.9842,S
0,1,male,26.3,0,1,69.1834,S
1,3,female,29,1,0,16.427,S
1,1,female,46.2,0,0,32.1523,S
1,1,male,20.7,0,0,115.529,S
0,1,male,49.7,1,0,56.8814,S
0,3,female,,0,0,13.393,C
0,3,male,20.8,3,0,9.8,S
1,2,male,,1,0,18.5423,C
0,2,male,13.3,0,0,25.0629,S
0,3,male,27.1,0,0,11.2953,S
0,3,male,36.3,0,0,9.9368,S
1,1,male,0.42,0,0,135.6525,S
0,3,male,11.6,1,2,16.4204,S
1,3,male,,0,0,14.5503,C
0,3,male,34.3,0,1,13.2897,S
1,1,female,33.3,0,0,120.6844,S
1,3,male,8.7,0,0,6.4965,S
1,1,female,,0,0,113.5551,S
0,1,male,,0,0,19.5,C
0,3,male,22.7,0,0,8.478,S
1,1,male,30,0,0,83.7453,S
1,2,male,5.1,0,0,27.3162,C
1,1,male,15.6,0,0,66.0428,S
0,3,male,53.9,3,0,16.7642,S
0,3,male,18.2,0,0,14.9234,S
1,2,female,44.6,0,0,21.7417,C
1,3,female,21.6,0,0,8.8635,S
0,1,female,37.9,0,0,82.3103,S
1,1,female,,4,0,28.9,S
1,3,female,43,0,0,6.6038,S
0,3,male,32.8,0,0,10.7335,S
0,3,male,29.4,3,0,16.356,S
1,3,female,42.2,0,1,6.6502,S
0,2,male,24.3,1,1,40.7909,S
0,1,male,28.5,3,2,217.1013,C
0,2,male,,0,0,12.7087,S
0,3,male,28.8,1,0,10.0773,S
1,1,male,13.8,1,0,52.7905,Q
1,3,male,33.2,1,0,13.0618,S
0,2,male,,0,0,12.8369,C
0,2,male,6.7,0,0,15.0521,S
1,3,female,29.1,0,0,10.198,S
0,3,male,19.9,1,1,15.3121,C
1,3,female,30.5,1,0,15.2872,S
0,3,male,52.4,2,0,12.9186,S
1,1,male,33.4,0,0,19.5,S
0,1,male,22.9,0,0,32.8848,C
0,3,male,31.4,1,0,16.3254,C
0,2,female,12.6,1,0,31.4077,S
0,3,male,42.2,0,1,19.4772,C
0,3,male,,1,2,16.0464,C
0,3,male,45.8,0,0,16.2309,S
1,3,female,30.7,3,0,15.7253,S
1,1,female,34.8,0,0,119.3342,S
1,2,male,39.7,0,0,33.435,S
0,3,male,8.4,0,0,6.1796,S
1,2,male,28.6,0,0,18.8517,S
0,1,male,42.8,0,0,43.7785,S
1,3,female,40,0,0,11.8653,S
0,3,male,3,1,0,7.7006,C
0,1,female,30.5,0,1,146.335,S
1,1,male,40.1,1,0,187.7584,S
0,3,male,30.8,0,0,13.7693,S
0,1,male,,0,0,96.4918,Q
1,1,male,42.7,0,0,70.1941,S
1,1,female,11.1,0,0,71.3496,S
